STATETIME,NO,NOuGM3,NOX,NOXuGM3,NO2,NO2uGM3,DateTime,UnixTime
"29/04/2012  05:15:00 ",0.11,0.13,2.11,4.04,2.00,3.82,"2012/04/29 05:15",1335676500
"29/04/2012  05:30:00 ",0.31,0.39,2.63,5.02,3.00,5.73,"2012/04/29 05:30",1335677400
"29/04/2012  05:45:00 ",0.30,0.38,2.97,5.68,3.00,5.73,"2012/04/29 05:45",1335678300
"29/04/2012  06:00:00 ",0.22,0.27,3.32,6.33,3.00,5.73,"2012/04/29 06:00",1335679200
"29/04/2012  06:15:00 ",0.59,0.74,3.75,7.17,3.00,5.73,"2012/04/29 06:15",1335680100
"29/04/2012  06:30:00 ",0.19,0.24,2.87,5.48,3.00,5.73,"2012/04/29 06:30",1335681000
"29/04/2012  06:45:00 ",0.23,0.29,2.95,5.63,3.00,5.73,"2012/04/29 06:45",1335681900
"29/04/2012  07:00:00 ",2.00,2.50,5.94,11.34,4.00,7.64,"2012/04/29 07:00",1335682800
"29/04/2012  07:15:00 ",0.24,0.30,3.57,6.82,4.00,7.64,"2012/04/29 07:15",1335683700
"29/04/2012  07:30:00 ",0.77,0.97,4.76,9.08,4.00,7.64,"2012/04/29 07:30",1335684600
"29/04/2012  07:45:00 ",1.75,2.19,6.57,12.56,5.00,9.55,"2012/04/29 07:45",1335685500
"29/04/2012  08:00:00 ",2.23,2.79,6.89,13.16,5.00,9.55,"2012/04/29 08:00",1335686400
"29/04/2012  08:15:00 ",1.17,1.47,4.90,9.36,4.00,7.64,"2012/04/29 08:15",1335687300
"29/04/2012  08:30:00 ",2.81,3.52,8.90,17.01,6.00,11.46,"2012/04/29 08:30",1335688200
"29/04/2012  08:45:00 ",4.87,6.09,12.23,23.36,7.00,13.37,"2012/04/29 08:45",1335689100
"29/04/2012  09:00:00 ",4.33,5.41,10.69,20.43,7.00,13.37,"2012/04/29 09:00",1335690000
"29/04/2012  09:15:00 ",3.33,4.16,10.46,19.98,7.00,13.37,"2012/04/29 09:15",1335690900
"29/04/2012  09:30:00 ",3.17,3.96,9.75,18.63,7.00,13.37,"2012/04/29 09:30",1335691800
"29/04/2012  09:45:00 ",7.48,9.35,17.55,33.53,11.00,21.01,"2012/04/29 09:45",1335692700
"29/04/2012  10:00:00 ",3.15,3.94,9.09,17.36,6.00,11.46,"2012/04/29 10:00",1335693600
"29/04/2012  10:15:00 ",4.28,5.35,10.51,20.07,7.00,13.37,"2012/04/29 10:15",1335694500
"29/04/2012  10:30:00 ",1.96,2.45,7.31,13.96,5.00,9.55,"2012/04/29 10:30",1335695400
"29/04/2012  10:45:00 ",3.61,4.51,9.57,18.29,6.00,11.46,"2012/04/29 10:45",1335696300
"29/04/2012  11:00:00 ",3.94,4.92,10.71,20.45,7.00,13.37,"2012/04/29 11:00",1335697200
"29/04/2012  11:15:00 ",3.32,4.15,8.89,16.99,6.00,11.46,"2012/04/29 11:15",1335698100
"29/04/2012  11:30:00 ",3.84,4.80,11.13,21.25,7.00,13.37,"2012/04/29 11:30",1335699000
"29/04/2012  11:45:00 ",7.46,9.33,17.70,33.81,11.00,21.01,"2012/04/29 11:45",1335699900
"29/04/2012  12:00:00 ",5.49,6.87,12.48,23.83,7.00,13.37,"2012/04/29 12:00",1335700800
"29/04/2012  12:15:00 ",7.86,9.82,18.25,34.85,10.00,19.10,"2012/04/29 12:15",1335701700
"29/04/2012  12:30:00 ",3.85,4.81,10.92,20.86,7.00,13.37,"2012/04/29 12:30",1335702600
"29/04/2012  12:45:00 ",4.09,5.12,12.32,23.52,8.00,15.28,"2012/04/29 12:45",1335703500
"29/04/2012  13:00:00 ",8.25,10.31,18.66,35.65,11.00,21.01,"2012/04/29 13:00",1335704400
"29/04/2012  13:15:00 ",3.68,4.60,11.29,21.57,7.00,13.37,"2012/04/29 13:15",1335705300
"29/04/2012  13:30:00 ",1.83,2.28,6.70,12.79,5.00,9.55,"2012/04/29 13:30",1335706200
"29/04/2012  13:45:00 ",2.72,3.40,7.99,15.26,5.00,9.55,"2012/04/29 13:45",1335707100
"29/04/2012  14:00:00 ",1.87,2.33,7.22,13.79,5.00,9.55,"2012/04/29 14:00",1335708000
"29/04/2012  14:15:00 ",2.10,2.62,7.31,13.97,5.00,9.55,"2012/04/29 14:15",1335708900
"29/04/2012  14:30:00 ",3.76,4.70,10.96,20.93,7.00,13.37,"2012/04/29 14:30",1335709800
"29/04/2012  14:45:00 ",2.26,2.83,6.59,12.58,5.00,9.55,"2012/04/29 14:45",1335710700
"29/04/2012  15:00:00 ",3.30,4.13,9.86,18.83,7.00,13.37,"2012/04/29 15:00",1335711600
"29/04/2012  15:15:00 ",1.45,1.81,6.76,12.91,6.00,11.46,"2012/04/29 15:15",1335712500
"29/04/2012  15:30:00 ",2.92,3.65,10.17,19.42,7.00,13.37,"2012/04/29 15:30",1335713400
"29/04/2012  15:45:00 ",5.49,6.87,14.64,27.97,10.00,19.10,"2012/04/29 15:45",1335714300
"29/04/2012  16:00:00 ",2.50,3.12,9.52,18.18,8.00,15.28,"2012/04/29 16:00",1335715200
"29/04/2012  16:15:00 ",5.67,7.08,16.11,30.77,10.00,19.10,"2012/04/29 16:15",1335716100
"29/04/2012  16:30:00 ",1.86,2.32,7.26,13.87,5.00,9.55,"2012/04/29 16:30",1335717000
"29/04/2012  16:45:00 ",3.50,4.37,11.09,21.18,8.00,15.28,"2012/04/29 16:45",1335717900
"29/04/2012  17:00:00 ",3.22,4.02,10.96,20.93,8.00,15.28,"2012/04/29 17:00",1335718800
"29/04/2012  17:15:00 ",6.06,7.58,16.10,30.75,10.00,19.10,"2012/04/29 17:15",1335719700
"29/04/2012  17:30:00 ",3.65,4.56,12.69,24.23,9.00,17.19,"2012/04/29 17:30",1335720600
"29/04/2012  17:45:00 ",3.66,4.57,11.52,22.00,8.00,15.28,"2012/04/29 17:45",1335721500
"29/04/2012  18:00:00 ",2.05,2.56,8.79,16.79,7.00,13.37,"2012/04/29 18:00",1335722400
"29/04/2012  18:15:00 ",0.86,1.07,5.96,11.39,5.00,9.55,"2012/04/29 18:15",1335723300
"29/04/2012  18:30:00 ",0.72,0.90,6.54,12.49,6.00,11.46,"2012/04/29 18:30",1335724200
"29/04/2012  18:45:00 ",1.05,1.31,8.10,15.48,7.00,13.37,"2012/04/29 18:45",1335725100
"29/04/2012  19:00:00 ",0.39,0.49,4.44,8.49,4.00,7.64,"2012/04/29 19:00",1335726000
"29/04/2012  19:15:00 ",5.36,6.70,15.72,30.02,11.00,21.01,"2012/04/29 19:15",1335726900
"29/04/2012  19:30:00 ",4.14,5.18,14.85,28.36,11.00,21.01,"2012/04/29 19:30",1335727800
"29/04/2012  19:45:00 ",0.62,0.78,5.35,10.23,4.00,7.64,"2012/04/29 19:45",1335728700
"29/04/2012  20:00:00 ",0.82,1.02,6.13,11.72,5.00,9.55,"2012/04/29 20:00",1335729600
"29/04/2012  20:15:00 ",1.68,2.10,7.34,14.02,5.00,9.55,"2012/04/29 20:15",1335730500
"29/04/2012  20:30:00 ",1.40,1.74,5.15,9.83,4.00,7.64,"2012/04/29 20:30",1335731400
"29/04/2012  20:45:00 ",0.04,0.06,4.09,7.82,4.00,7.64,"2012/04/29 20:45",1335732300
"29/04/2012  21:00:00 ",0.44,0.55,4.57,8.73,5.00,9.55,"2012/04/29 21:00",1335733200
"29/04/2012  21:15:00 ",2.50,3.13,8.29,15.83,5.00,9.55,"2012/04/29 21:15",1335734100
"29/04/2012  21:30:00 ",0.71,0.88,4.86,9.29,4.00,7.64,"2012/04/29 21:30",1335735000
"29/04/2012  21:45:00 ",1.32,1.66,6.00,11.45,5.00,9.55,"2012/04/29 21:45",1335735900
"29/04/2012  22:00:00 ",0.62,0.78,5.33,10.19,4.00,7.64,"2012/04/29 22:00",1335736800
"29/04/2012  22:15:00 ",0.17,0.22,4.33,8.26,4.00,7.64,"2012/04/29 22:15",1335737700
"29/04/2012  22:30:00 ",-0.09,-0.11,4.15,7.92,4.00,7.64,"2012/04/29 22:30",1335738600
"29/04/2012  22:45:00 ",-0.12,-0.15,3.04,5.81,3.00,5.73,"2012/04/29 22:45",1335739500
"29/04/2012  23:00:00 ",-0.55,-0.69,3.17,6.06,4.00,7.64,"2012/04/29 23:00",1335740400
"29/04/2012  23:15:00 ",-0.11,-0.14,3.07,5.85,3.00,5.73,"2012/04/29 23:15",1335741300
"29/04/2012  23:30:00 ",2.46,3.07,7.24,13.82,5.00,9.55,"2012/04/29 23:30",1335742200
"29/04/2012  23:45:00 ",0.95,1.19,5.55,10.61,5.00,9.55,"2012/04/29 23:45",1335743100
"30/04/2012  00:00:00 ",-0.03,-0.04,3.97,7.58,4.00,7.64,"2012/04/30 00:00",1335744000
"30/04/2012  00:15:00 ",0.16,0.20,2.32,4.43,2.00,3.82,"2012/04/30 00:15",1335744900
"30/04/2012  00:30:00 ",0.39,0.49,2.05,3.92,2.00,3.82,"2012/04/30 00:30",1335745800
"30/04/2012  00:45:00 ",0.23,0.29,4.88,9.33,5.00,9.55,"2012/04/30 00:45",1335746700
"30/04/2012  01:00:00 ",1.96,2.45,157.30,300.44,0.00,0.00,"2012/04/30 01:00",1335747600
"30/04/2012  01:15:00 ",-0.91,-1.14,3.30,6.29,4.00,7.64,"2012/04/30 01:15",1335748500
"30/04/2012  01:30:00 ",0.23,0.29,4.15,7.92,4.00,7.64,"2012/04/30 01:30",1335749400
"30/04/2012  01:45:00 ",-0.72,-0.90,3.13,5.98,4.00,7.64,"2012/04/30 01:45",1335750300
"30/04/2012  02:00:00 ",-0.17,-0.21,4.18,7.99,4.00,7.64,"2012/04/30 02:00",1335751200
"30/04/2012  02:15:00 ",0.17,0.21,4.68,8.94,5.00,9.55,"2012/04/30 02:15",1335752100
"30/04/2012  02:30:00 ",0.41,0.51,7.45,14.23,7.00,13.37,"2012/04/30 02:30",1335753000
"30/04/2012  02:45:00 ",1.23,1.54,9.54,18.23,9.00,17.19,"2012/04/30 02:45",1335753900
"30/04/2012  03:00:00 ",-0.06,-0.08,7.96,15.20,8.00,15.28,"2012/04/30 03:00",1335754800
"30/04/2012  03:15:00 ",0.91,1.14,8.62,16.46,8.00,15.28,"2012/04/30 03:15",1335755700
"30/04/2012  03:30:00 ",4.07,5.08,18.27,34.90,14.00,26.74,"2012/04/30 03:30",1335756600
"30/04/2012  03:45:00 ",4.19,5.24,23.80,45.46,20.00,38.20,"2012/04/30 03:45",1335757500
"30/04/2012  04:00:00 ",1.66,2.08,15.70,30.00,14.00,26.74,"2012/04/30 04:00",1335758400
"30/04/2012  04:15:00 ",0.47,0.58,7.53,14.39,8.00,15.28,"2012/04/30 04:15",1335759300
"30/04/2012  04:30:00 ",14.58,18.23,39.10,74.69,24.00,45.84,"2012/04/30 04:30",1335760200
"30/04/2012  04:45:00 ",1.15,1.44,11.39,21.75,10.00,19.10,"2012/04/30 04:45",1335761100
"30/04/2012  05:00:00 ",4.91,6.14,15.92,30.41,11.00,21.01,"2012/04/30 05:00",1335762000
"30/04/2012  05:15:00 ",40.46,50.58,68.55,130.94,29.00,55.39,"2012/04/30 05:15",1335762900
"30/04/2012  05:30:00 ",27.61,34.51,59.60,113.84,32.00,61.12,"2012/04/30 05:30",1335763800
"30/04/2012  05:45:00 ",49.41,61.77,92.08,175.87,43.00,82.13,"2012/04/30 05:45",1335764700
"30/04/2012  06:00:00 ",34.46,43.08,70.85,135.32,37.00,70.67,"2012/04/30 06:00",1335765600
"30/04/2012  06:15:00 ",7.60,9.51,27.42,52.38,19.00,36.29,"2012/04/30 06:15",1335766500
"30/04/2012  06:30:00 ",21.79,27.24,43.63,83.34,22.00,42.02,"2012/04/30 06:30",1335767400
"30/04/2012  06:45:00 ",21.52,26.90,45.22,86.37,23.00,43.93,"2012/04/30 06:45",1335768300
"30/04/2012  07:00:00 ",21.49,26.87,45.08,86.09,24.00,45.84,"2012/04/30 07:00",1335769200
"30/04/2012  07:15:00 ",35.63,44.53,62.72,119.79,27.00,51.57,"2012/04/30 07:15",1335770100
"30/04/2012  07:30:00 ",39.62,49.53,72.92,139.28,33.00,63.03,"2012/04/30 07:30",1335771000
"30/04/2012  07:45:00 ",18.54,23.18,40.19,76.76,21.00,40.11,"2012/04/30 07:45",1335771900
"30/04/2012  08:00:00 ",20.33,25.41,43.62,83.31,24.00,45.84,"2012/04/30 08:00",1335772800
"30/04/2012  08:15:00 ",11.67,14.58,27.43,52.39,15.00,28.65,"2012/04/30 08:15",1335773700
"30/04/2012  08:30:00 ",20.96,26.20,42.26,80.71,21.00,40.11,"2012/04/30 08:30",1335774600
"30/04/2012  08:45:00 ",35.84,44.80,66.76,127.50,31.00,59.21,"2012/04/30 08:45",1335775500
"30/04/2012  09:00:00 ",14.15,17.69,32.96,62.96,19.00,36.29,"2012/04/30 09:00",1335776400
"30/04/2012  09:15:00 ",15.20,19.00,34.41,65.73,19.00,36.29,"2012/04/30 09:15",1335777300
"30/04/2012  09:30:00 ",12.99,16.23,27.97,53.42,15.00,28.65,"2012/04/30 09:30",1335778200
"30/04/2012  09:45:00 ",25.78,32.23,48.91,93.41,23.00,43.93,"2012/04/30 09:45",1335779100
"30/04/2012  10:00:00 ",24.53,30.66,50.41,96.29,25.00,47.75,"2012/04/30 10:00",1335780000
"30/04/2012  10:15:00 ",16.10,20.13,34.10,65.12,18.00,34.38,"2012/04/30 10:15",1335780900
"30/04/2012  10:30:00 ",13.92,17.40,32.28,61.65,18.00,34.38,"2012/04/30 10:30",1335781800
"30/04/2012  10:45:00 ",11.67,14.59,27.67,52.85,16.00,30.56,"2012/04/30 10:45",1335782700
"30/04/2012  11:00:00 ",14.66,18.32,32.26,61.62,17.00,32.47,"2012/04/30 11:00",1335783600
"30/04/2012  11:15:00 ",13.32,16.66,28.15,53.77,15.00,28.65,"2012/04/30 11:15",1335784500
"30/04/2012  11:30:00 ",11.63,14.54,25.31,48.35,13.00,24.83,"2012/04/30 11:30",1335785400
"30/04/2012  11:45:00 ",11.65,14.56,25.15,48.03,13.00,24.83,"2012/04/30 11:45",1335786300
"30/04/2012  12:00:00 ",22.37,27.96,41.57,79.39,20.00,38.20,"2012/04/30 12:00",1335787200
"30/04/2012  12:15:00 ",14.51,18.13,32.72,62.50,18.00,34.38,"2012/04/30 12:15",1335788100
"30/04/2012  12:30:00 ",15.42,19.27,32.55,62.16,18.00,34.38,"2012/04/30 12:30",1335789000
"30/04/2012  12:45:00 ",17.59,21.99,38.05,72.68,20.00,38.20,"2012/04/30 12:45",1335789900
"30/04/2012  13:00:00 ",7.72,9.65,19.08,36.44,11.00,21.01,"2012/04/30 13:00",1335790800
"30/04/2012  13:15:00 ",9.54,11.92,21.62,41.30,12.00,22.92,"2012/04/30 13:15",1335791700
"30/04/2012  13:30:00 ",18.69,23.36,38.36,73.27,19.00,36.29,"2012/04/30 13:30",1335792600
"30/04/2012  13:45:00 ",8.85,11.07,24.06,45.96,15.00,28.65,"2012/04/30 13:45",1335793500
"30/04/2012  14:00:00 ",10.02,12.52,26.08,49.81,16.00,30.56,"2012/04/30 14:00",1335794400
"30/04/2012  14:15:00 ",11.57,14.46,25.28,48.29,13.00,24.83,"2012/04/30 14:15",1335795300
"30/04/2012  14:30:00 ",19.55,24.44,41.27,78.83,21.00,40.11,"2012/04/30 14:30",1335796200
"30/04/2012  14:45:00 ",15.16,18.95,32.93,62.89,18.00,34.38,"2012/04/30 14:45",1335797100
"30/04/2012  15:00:00 ",14.55,18.19,30.55,58.35,16.00,30.56,"2012/04/30 15:00",1335798000
"30/04/2012  15:15:00 ",13.46,16.83,30.87,58.96,18.00,34.38,"2012/04/30 15:15",1335798900
"30/04/2012  15:30:00 ",6.79,8.48,17.68,33.77,11.00,21.01,"2012/04/30 15:30",1335799800
"30/04/2012  15:45:00 ",9.62,12.03,20.40,38.97,10.00,19.10,"2012/04/30 15:45",1335800700
"30/04/2012  16:00:00 ",4.67,5.84,16.98,32.43,12.00,22.92,"2012/04/30 16:00",1335801600
"30/04/2012  16:15:00 ",7.61,9.52,20.03,38.27,12.00,22.92,"2012/04/30 16:15",1335802500
"30/04/2012  16:30:00 ",18.18,22.73,38.34,73.22,20.00,38.20,"2012/04/30 16:30",1335803400
"30/04/2012  16:45:00 ",7.05,8.81,18.87,36.04,12.00,22.92,"2012/04/30 16:45",1335804300
"30/04/2012  17:00:00 ",5.55,6.94,16.49,31.49,10.00,19.10,"2012/04/30 17:00",1335805200
"30/04/2012  17:15:00 ",7.53,9.42,22.59,43.14,15.00,28.65,"2012/04/30 17:15",1335806100
"30/04/2012  17:30:00 ",8.41,10.51,24.15,46.13,16.00,30.56,"2012/04/30 17:30",1335807000
"30/04/2012  17:45:00 ",7.01,8.76,20.38,38.92,13.00,24.83,"2012/04/30 17:45",1335807900
"30/04/2012  18:00:00 ",2.48,3.10,17.98,34.34,16.00,30.56,"2012/04/30 18:00",1335808800
"30/04/2012  18:15:00 ",9.44,11.80,28.88,55.16,20.00,38.20,"2012/04/30 18:15",1335809700
"30/04/2012  18:30:00 ",5.91,7.39,22.47,42.92,16.00,30.56,"2012/04/30 18:30",1335810600
"30/04/2012  18:45:00 ",8.27,10.34,23.51,44.90,16.00,30.56,"2012/04/30 18:45",1335811500
"30/04/2012  19:00:00 ",7.38,9.23,20.87,39.86,14.00,26.74,"2012/04/30 19:00",1335812400
"30/04/2012  19:15:00 ",6.42,8.02,22.34,42.67,16.00,30.56,"2012/04/30 19:15",1335813300
"30/04/2012  19:30:00 ",1.06,1.32,10.32,19.71,9.00,17.19,"2012/04/30 19:30",1335814200
"30/04/2012  19:45:00 ",0.31,0.39,10.18,19.44,10.00,19.10,"2012/04/30 19:45",1335815100
"30/04/2012  20:00:00 ",1.32,1.65,10.80,20.63,10.00,19.10,"2012/04/30 20:00",1335816000
"30/04/2012  20:15:00 ",1.87,2.34,10.74,20.51,9.00,17.19,"2012/04/30 20:15",1335816900
"30/04/2012  20:30:00 ",0.82,1.03,7.59,14.51,7.00,13.37,"2012/04/30 20:30",1335817800
"30/04/2012  20:45:00 ",1.57,1.96,7.06,13.48,5.00,9.55,"2012/04/30 20:45",1335818700
"30/04/2012  21:00:00 ",1.03,1.29,7.81,14.92,7.00,13.37,"2012/04/30 21:00",1335819600
"30/04/2012  21:15:00 ",1.83,2.29,8.33,15.92,6.00,11.46,"2012/04/30 21:15",1335820500
"30/04/2012  21:30:00 ",0.21,0.26,11.32,21.63,11.00,21.01,"2012/04/30 21:30",1335821400
"30/04/2012  21:45:00 ",0.46,0.57,5.49,10.48,5.00,9.55,"2012/04/30 21:45",1335822300
"30/04/2012  22:00:00 ",-0.46,-0.58,3.52,6.71,4.00,7.64,"2012/04/30 22:00",1335823200
"30/04/2012  22:15:00 ",-0.55,-0.68,4.58,8.75,6.00,11.46,"2012/04/30 22:15",1335824100
"30/04/2012  22:30:00 ",-0.20,-0.24,4.69,8.96,5.00,9.55,"2012/04/30 22:30",1335825000
"30/04/2012  22:45:00 ",-0.60,-0.75,4.05,7.73,5.00,9.55,"2012/04/30 22:45",1335825900
"30/04/2012  23:00:00 ",-0.23,-0.29,3.95,7.55,4.00,7.64,"2012/04/30 23:00",1335826800
"30/04/2012  23:15:00 ",0.28,0.35,3.75,7.17,4.00,7.64,"2012/04/30 23:15",1335827700
"30/04/2012  23:30:00 ",-0.04,-0.05,3.45,6.59,3.00,5.73,"2012/04/30 23:30",1335828600
"30/04/2012  23:45:00 ",-0.37,-0.47,3.90,7.45,4.00,7.64,"2012/04/30 23:45",1335829500
"01/05/2012  00:00:00 ",0.50,0.62,4.84,9.24,5.00,9.55,"2012/05/01 00:00",1335830400
"01/05/2012  00:15:00 ",0.20,0.25,3.57,6.82,4.00,7.64,"2012/05/01 00:15",1335831300
"01/05/2012  00:30:00 ",-0.18,-0.23,3.94,7.53,4.00,7.64,"2012/05/01 00:30",1335832200
"01/05/2012  00:45:00 ",0.32,0.40,3.55,6.77,4.00,7.64,"2012/05/01 00:45",1335833100
"01/05/2012  01:00:00 ",2.36,2.95,159.88,305.38,0.00,0.00,"2012/05/01 01:00",1335834000
"01/05/2012  01:15:00 ",0.04,0.04,7.17,13.70,7.00,13.37,"2012/05/01 01:15",1335834900
"01/05/2012  01:30:00 ",-0.25,-0.31,5.10,9.74,5.00,9.55,"2012/05/01 01:30",1335835800
"01/05/2012  01:45:00 ",-0.68,-0.85,4.30,8.21,5.00,9.55,"2012/05/01 01:45",1335836700
"01/05/2012  02:00:00 ",-0.72,-0.90,4.01,7.65,5.00,9.55,"2012/05/01 02:00",1335837600
"01/05/2012  02:15:00 ",0.00,0.00,5.07,9.68,5.00,9.55,"2012/05/01 02:15",1335838500
"01/05/2012  02:30:00 ",-0.82,-1.03,4.35,8.31,5.00,9.55,"2012/05/01 02:30",1335839400
"01/05/2012  02:45:00 ",0.22,0.28,3.80,7.26,4.00,7.64,"2012/05/01 02:45",1335840300
"01/05/2012  03:00:00 ",-0.12,-0.15,3.93,7.51,4.00,7.64,"2012/05/01 03:00",1335841200
"01/05/2012  03:15:00 ",0.21,0.27,5.90,11.28,6.00,11.46,"2012/05/01 03:15",1335842100
"01/05/2012  03:30:00 ",-0.58,-0.73,4.09,7.81,5.00,9.55,"2012/05/01 03:30",1335843000
"01/05/2012  03:45:00 ",-0.14,-0.17,4.25,8.11,4.00,7.64,"2012/05/01 03:45",1335843900
"01/05/2012  04:00:00 ",-0.63,-0.79,4.39,8.39,5.00,9.55,"2012/05/01 04:00",1335844800
"01/05/2012  04:15:00 ",-0.25,-0.31,5.70,10.88,6.00,11.46,"2012/05/01 04:15",1335845700
"01/05/2012  04:30:00 ",-0.08,-0.10,5.71,10.91,6.00,11.46,"2012/05/01 04:30",1335846600
"01/05/2012  04:45:00 ",-0.65,-0.81,4.24,8.10,5.00,9.55,"2012/05/01 04:45",1335847500
"01/05/2012  05:00:00 ",1.26,1.57,6.99,13.35,6.00,11.46,"2012/05/01 05:00",1335848400
"01/05/2012  05:15:00 ",2.29,2.87,10.45,19.96,8.00,15.28,"2012/05/01 05:15",1335849300
"01/05/2012  05:30:00 ",0.25,0.32,5.71,10.91,6.00,11.46,"2012/05/01 05:30",1335850200
"01/05/2012  05:45:00 ",0.12,0.15,7.70,14.70,8.00,15.28,"2012/05/01 05:45",1335851100
"01/05/2012  06:00:00 ",1.11,1.39,8.48,16.19,7.00,13.37,"2012/05/01 06:00",1335852000
"01/05/2012  06:15:00 ",1.46,1.83,9.63,18.39,9.00,17.19,"2012/05/01 06:15",1335852900
"01/05/2012  06:30:00 ",16.16,20.20,34.75,66.37,19.00,36.29,"2012/05/01 06:30",1335853800
"01/05/2012  06:45:00 ",10.91,13.63,26.29,50.22,15.00,28.65,"2012/05/01 06:45",1335854700
"01/05/2012  07:00:00 ",12.86,16.08,28.42,54.29,15.00,28.65,"2012/05/01 07:00",1335855600
"01/05/2012  07:15:00 ",24.72,30.90,45.58,87.06,21.00,40.11,"2012/05/01 07:15",1335856500
"01/05/2012  07:30:00 ",27.52,34.40,48.89,93.39,21.00,40.11,"2012/05/01 07:30",1335857400
"01/05/2012  07:45:00 ",8.05,10.07,20.31,38.79,12.00,22.92,"2012/05/01 07:45",1335858300
"01/05/2012  08:00:00 ",10.19,12.73,23.56,45.00,14.00,26.74,"2012/05/01 08:00",1335859200
"01/05/2012  08:15:00 ",11.12,13.90,23.86,45.58,13.00,24.83,"2012/05/01 08:15",1335860100
"01/05/2012  08:30:00 ",19.37,24.21,37.50,71.63,19.00,36.29,"2012/05/01 08:30",1335861000
"01/05/2012  08:45:00 ",15.77,19.72,29.64,56.61,14.00,26.74,"2012/05/01 08:45",1335861900
"01/05/2012  09:00:00 ",16.11,20.13,31.78,60.69,16.00,30.56,"2012/05/01 09:00",1335862800
"01/05/2012  09:15:00 ",15.90,19.87,32.14,61.39,16.00,30.56,"2012/05/01 09:15",1335863700
"01/05/2012  09:30:00 ",5.64,7.05,13.18,25.17,7.00,13.37,"2012/05/01 09:30",1335864600
"01/05/2012  09:45:00 ",16.51,20.64,29.75,56.82,13.00,24.83,"2012/05/01 09:45",1335865500
"01/05/2012  10:00:00 ",7.15,8.93,16.44,31.40,9.00,17.19,"2012/05/01 10:00",1335866400
"01/05/2012  10:15:00 ",13.94,17.42,26.65,50.91,13.00,24.83,"2012/05/01 10:15",1335867300
"01/05/2012  10:30:00 ",7.70,9.63,18.03,34.44,10.00,19.10,"2012/05/01 10:30",1335868200
"01/05/2012  10:45:00 ",5.82,7.28,13.80,26.36,8.00,15.28,"2012/05/01 10:45",1335869100
"01/05/2012  11:00:00 ",7.06,8.82,15.82,30.22,9.00,17.19,"2012/05/01 11:00",1335870000
"01/05/2012  11:15:00 ",7.06,8.83,16.66,31.82,10.00,19.10,"2012/05/01 11:15",1335870900
"01/05/2012  11:30:00 ",15.15,18.94,29.25,55.86,14.00,26.74,"2012/05/01 11:30",1335871800
"01/05/2012  11:45:00 ",7.02,8.77,17.46,33.35,10.00,19.10,"2012/05/01 11:45",1335872700
"01/05/2012  12:00:00 ",1.93,2.41,8.09,15.44,6.00,11.46,"2012/05/01 12:00",1335873600
"01/05/2012  12:15:00 ",3.23,4.03,10.28,19.64,7.00,13.37,"2012/05/01 12:15",1335874500
"01/05/2012  12:30:00 ",3.40,4.25,10.27,19.62,7.00,13.37,"2012/05/01 12:30",1335875400
"01/05/2012  12:45:00 ",8.11,10.14,19.09,36.45,11.00,21.01,"2012/05/01 12:45",1335876300
"01/05/2012  13:00:00 ",8.80,11.00,19.15,36.58,10.00,19.10,"2012/05/01 13:00",1335877200
"01/05/2012  13:15:00 ",5.52,6.90,14.16,27.05,8.00,15.28,"2012/05/01 13:15",1335878100
"01/05/2012  13:30:00 ",9.05,11.31,19.84,37.89,11.00,21.01,"2012/05/01 13:30",1335879000
"01/05/2012  13:45:00 ",10.82,13.53,23.57,45.03,13.00,24.83,"2012/05/01 13:45",1335879900
"01/05/2012  14:00:00 ",6.34,7.93,15.92,30.41,10.00,19.10,"2012/05/01 14:00",1335880800
"01/05/2012  14:15:00 ",3.36,4.20,11.11,21.21,8.00,15.28,"2012/05/01 14:15",1335881700
"01/05/2012  14:30:00 ",7.15,8.94,16.14,30.83,9.00,17.19,"2012/05/01 14:30",1335882600
"01/05/2012  14:45:00 ",7.34,9.18,15.77,30.13,9.00,17.19,"2012/05/01 14:45",1335883500
"01/05/2012  15:00:00 ",5.63,7.04,14.80,28.28,9.00,17.19,"2012/05/01 15:00",1335884400
"01/05/2012  15:15:00 ",1.72,2.15,8.10,15.46,6.00,11.46,"2012/05/01 15:15",1335885300
"01/05/2012  15:30:00 ",1.98,2.48,7.26,13.86,5.00,9.55,"2012/05/01 15:30",1335886200
"01/05/2012  15:45:00 ",11.15,13.93,24.55,46.89,14.00,26.74,"2012/05/01 15:45",1335887100
"01/05/2012  16:00:00 ",4.25,5.31,14.45,27.61,10.00,19.10,"2012/05/01 16:00",1335888000
"01/05/2012  16:15:00 ",9.62,12.03,22.02,42.06,12.00,22.92,"2012/05/01 16:15",1335888900
"01/05/2012  16:30:00 ",4.91,6.14,14.08,26.90,9.00,17.19,"2012/05/01 16:30",1335889800
"01/05/2012  16:45:00 ",6.73,8.42,19.71,37.64,13.00,24.83,"2012/05/01 16:45",1335890700
"01/05/2012  17:00:00 ",2.16,2.70,9.82,18.75,8.00,15.28,"2012/05/01 17:00",1335891600
"01/05/2012  17:15:00 ",2.45,3.06,11.25,21.48,9.00,17.19,"2012/05/01 17:15",1335892500
"01/05/2012  17:30:00 ",2.23,2.79,10.83,20.68,9.00,17.19,"2012/05/01 17:30",1335893400
"01/05/2012  17:45:00 ",7.61,9.51,19.70,37.62,12.00,22.92,"2012/05/01 17:45",1335894300
