STATETIME,NO,NOuGM3,NOX,NOXuGM3,NO2,NO2uGM3,DateTime,UnixTime
"19/03/2012  06:15:00 ",1.81,2.26,16.95,32.37,15.00,28.65,"2012/03/19 06:15",1332137700
"19/03/2012  06:30:00 ",10.28,12.84,30.32,57.90,20.00,38.20,"2012/03/19 06:30",1332138600
"19/03/2012  06:45:00 ",5.50,6.88,25.74,49.16,20.00,38.20,"2012/03/19 06:45",1332139500
"19/03/2012  07:00:00 ",25.68,32.10,56.70,108.30,31.00,59.21,"2012/03/19 07:00",1332140400
"19/03/2012  07:15:00 ",52.60,65.75,94.69,180.86,42.00,80.22,"2012/03/19 07:15",1332141300
"19/03/2012  07:30:00 ",58.91,73.64,101.66,194.17,43.00,82.13,"2012/03/19 07:30",1332142200
"19/03/2012  07:45:00 ",61.88,77.35,104.86,200.27,43.00,82.13,"2012/03/19 07:45",1332143100
"19/03/2012  08:00:00 ",45.36,56.70,82.05,156.72,37.00,70.67,"2012/03/19 08:00",1332144000
"19/03/2012  08:15:00 ",30.69,38.37,63.05,120.43,32.00,61.12,"2012/03/19 08:15",1332144900
"19/03/2012  08:30:00 ",58.06,72.58,98.70,188.52,41.00,78.31,"2012/03/19 08:30",1332145800
"19/03/2012  08:45:00 ",39.88,49.85,75.92,145.01,36.00,68.76,"2012/03/19 08:45",1332146700
"19/03/2012  09:00:00 ",25.45,31.81,53.00,101.23,28.00,53.48,"2012/03/19 09:00",1332147600
"19/03/2012  09:15:00 ",34.71,43.39,68.38,130.60,33.00,63.03,"2012/03/19 09:15",1332148500
"19/03/2012  09:30:00 ",29.08,36.35,57.43,109.69,28.00,53.48,"2012/03/19 09:30",1332149400
"19/03/2012  09:45:00 ",31.91,39.88,65.08,124.30,33.00,63.03,"2012/03/19 09:45",1332150300
"19/03/2012  10:00:00 ",18.67,23.33,40.66,77.66,22.00,42.02,"2012/03/19 10:00",1332151200
"19/03/2012  10:15:00 ",23.66,29.57,49.45,94.44,25.00,47.75,"2012/03/19 10:15",1332152100
"19/03/2012  10:30:00 ",18.63,23.29,41.40,79.07,22.00,42.02,"2012/03/19 10:30",1332153000
"19/03/2012  10:45:00 ",10.83,13.53,30.07,57.42,19.00,36.29,"2012/03/19 10:45",1332153900
"19/03/2012  11:00:00 ",10.91,13.64,28.47,54.37,17.00,32.47,"2012/03/19 11:00",1332154800
"19/03/2012  11:15:00 ",19.80,24.74,45.09,86.11,25.00,47.75,"2012/03/19 11:15",1332155700
"19/03/2012  11:30:00 ",17.37,21.71,40.10,76.60,23.00,43.93,"2012/03/19 11:30",1332156600
"19/03/2012  11:45:00 ",19.82,24.77,42.28,80.76,22.00,42.02,"2012/03/19 11:45",1332157500
"19/03/2012  12:00:00 ",12.54,15.67,29.78,56.89,17.00,32.47,"2012/03/19 12:00",1332158400
"19/03/2012  12:15:00 ",13.33,16.66,33.06,63.14,20.00,38.20,"2012/03/19 12:15",1332159300
"19/03/2012  12:30:00 ",11.43,14.29,27.63,52.78,17.00,32.47,"2012/03/19 12:30",1332160200
"19/03/2012  12:45:00 ",14.75,18.43,33.98,64.90,19.00,36.29,"2012/03/19 12:45",1332161100
"19/03/2012  13:00:00 ",15.01,18.76,34.09,65.11,19.00,36.29,"2012/03/19 13:00",1332162000
"19/03/2012  13:15:00 ",9.53,11.91,26.32,50.27,16.00,30.56,"2012/03/19 13:15",1332162900
"19/03/2012  13:30:00 ",10.96,13.70,29.35,56.05,18.00,34.38,"2012/03/19 13:30",1332163800
"19/03/2012  13:45:00 ",16.65,20.81,39.02,74.53,22.00,42.02,"2012/03/19 13:45",1332164700
"19/03/2012  14:00:00 ",20.72,25.90,46.80,89.39,26.00,49.66,"2012/03/19 14:00",1332165600
"19/03/2012  14:15:00 ",15.16,18.95,36.44,69.61,21.00,40.11,"2012/03/19 14:15",1332166500
"19/03/2012  14:30:00 ",10.26,12.82,28.23,53.92,18.00,34.38,"2012/03/19 14:30",1332167400
"19/03/2012  14:45:00 ",16.72,20.89,37.01,70.68,20.00,38.20,"2012/03/19 14:45",1332168300
"19/03/2012  15:00:00 ",12.54,15.67,28.66,54.74,16.00,30.56,"2012/03/19 15:00",1332169200
"19/03/2012  15:15:00 ",10.13,12.66,27.74,52.97,18.00,34.38,"2012/03/19 15:15",1332170100
"19/03/2012  15:30:00 ",13.27,16.58,34.89,66.65,22.00,42.02,"2012/03/19 15:30",1332171000
"19/03/2012  15:45:00 ",8.31,10.39,25.11,47.97,17.00,32.47,"2012/03/19 15:45",1332171900
"19/03/2012  16:00:00 ",7.18,8.98,23.67,45.20,17.00,32.47,"2012/03/19 16:00",1332172800
"19/03/2012  16:15:00 ",6.60,8.25,20.03,38.26,13.00,24.83,"2012/03/19 16:15",1332173700
"19/03/2012  16:30:00 ",8.29,10.36,25.71,49.10,18.00,34.38,"2012/03/19 16:30",1332174600
"19/03/2012  16:45:00 ",3.94,4.92,17.88,34.14,14.00,26.74,"2012/03/19 16:45",1332175500
"19/03/2012  17:00:00 ",5.47,6.84,22.97,43.86,18.00,34.38,"2012/03/19 17:00",1332176400
"19/03/2012  17:15:00 ",4.17,5.21,18.82,35.95,15.00,28.65,"2012/03/19 17:15",1332177300
"19/03/2012  17:30:00 ",5.00,6.25,23.15,44.22,18.00,34.38,"2012/03/19 17:30",1332178200
"19/03/2012  17:45:00 ",3.00,3.75,15.21,29.06,12.00,22.92,"2012/03/19 17:45",1332179100
"19/03/2012  18:00:00 ",1.58,1.97,10.95,20.91,9.00,17.19,"2012/03/19 18:00",1332180000
"19/03/2012  18:15:00 ",1.47,1.84,11.41,21.80,10.00,19.10,"2012/03/19 18:15",1332180900
"19/03/2012  18:30:00 ",2.54,3.18,14.81,28.28,12.00,22.92,"2012/03/19 18:30",1332181800
"19/03/2012  18:45:00 ",5.34,6.68,20.64,39.42,16.00,30.56,"2012/03/19 18:45",1332182700
"19/03/2012  19:00:00 ",6.52,8.15,24.18,46.18,17.00,32.47,"2012/03/19 19:00",1332183600
"19/03/2012  19:15:00 ",3.71,4.63,20.46,39.07,16.00,30.56,"2012/03/19 19:15",1332184500
"19/03/2012  19:30:00 ",1.73,2.16,12.40,23.68,10.00,19.10,"2012/03/19 19:30",1332185400
"19/03/2012  19:45:00 ",0.97,1.21,10.79,20.62,10.00,19.10,"2012/03/19 19:45",1332186300
"19/03/2012  20:00:00 ",0.95,1.18,11.63,22.21,11.00,21.01,"2012/03/19 20:00",1332187200
"19/03/2012  20:15:00 ",0.26,0.33,9.24,17.64,9.00,17.19,"2012/03/19 20:15",1332188100
"19/03/2012  20:30:00 ",0.78,0.97,10.22,19.52,9.00,17.19,"2012/03/19 20:30",1332189000
"19/03/2012  20:45:00 ",0.71,0.89,8.70,16.63,8.00,15.28,"2012/03/19 20:45",1332189900
"19/03/2012  21:00:00 ",0.73,0.91,9.04,17.26,8.00,15.28,"2012/03/19 21:00",1332190800
"19/03/2012  21:15:00 ",0.78,0.97,9.79,18.70,9.00,17.19,"2012/03/19 21:15",1332191700
"19/03/2012  21:30:00 ",0.45,0.56,8.68,16.57,9.00,17.19,"2012/03/19 21:30",1332192600
"19/03/2012  21:45:00 ",0.64,0.80,10.68,20.39,10.00,19.10,"2012/03/19 21:45",1332193500
"19/03/2012  22:00:00 ",0.66,0.83,10.38,19.83,9.00,17.19,"2012/03/19 22:00",1332194400
"19/03/2012  22:15:00 ",1.97,2.46,12.42,23.72,10.00,19.10,"2012/03/19 22:15",1332195300
"19/03/2012  22:30:00 ",3.99,4.98,12.82,24.49,9.00,17.19,"2012/03/19 22:30",1332196200
"19/03/2012  22:45:00 ",1.31,1.64,10.43,19.92,9.00,17.19,"2012/03/19 22:45",1332197100
"19/03/2012  23:00:00 ",0.31,0.39,8.56,16.35,9.00,17.19,"2012/03/19 23:00",1332198000
"19/03/2012  23:15:00 ",0.57,0.71,7.88,15.05,7.00,13.37,"2012/03/19 23:15",1332198900
"19/03/2012  23:30:00 ",1.03,1.29,7.70,14.71,7.00,13.37,"2012/03/19 23:30",1332199800
"19/03/2012  23:45:00 ",2.03,2.53,9.20,17.58,7.00,13.37,"2012/03/19 23:45",1332200700
"20/03/2012  00:00:00 ",0.86,1.07,7.52,14.36,7.00,13.37,"2012/03/20 00:00",1332201600
"20/03/2012  00:15:00 ",0.63,0.79,7.18,13.71,6.00,11.46,"2012/03/20 00:15",1332202500
"20/03/2012  00:30:00 ",0.86,1.08,7.07,13.50,6.00,11.46,"2012/03/20 00:30",1332203400
"20/03/2012  00:45:00 ",0.78,0.98,6.76,12.92,6.00,11.46,"2012/03/20 00:45",1332204300
"20/03/2012  01:00:00 ",468.14,585.18,482.24,921.08,0.00,0.00,"2012/03/20 01:00",1332205200
"20/03/2012  01:15:00 ",-0.30,-0.38,5.04,9.63,5.00,9.55,"2012/03/20 01:15",1332206100
"20/03/2012  01:30:00 ",-0.34,-0.42,5.91,11.28,6.00,11.46,"2012/03/20 01:30",1332207000
"20/03/2012  01:45:00 ",-0.14,-0.17,5.63,10.75,6.00,11.46,"2012/03/20 01:45",1332207900
"20/03/2012  02:00:00 ",-0.03,-0.04,5.14,9.82,5.00,9.55,"2012/03/20 02:00",1332208800
"20/03/2012  02:15:00 ",0.51,0.63,6.01,11.48,5.00,9.55,"2012/03/20 02:15",1332209700
"20/03/2012  02:30:00 ",0.15,0.19,5.47,10.45,5.00,9.55,"2012/03/20 02:30",1332210600
"20/03/2012  02:45:00 ",0.02,0.03,5.13,9.81,5.00,9.55,"2012/03/20 02:45",1332211500
"20/03/2012  03:00:00 ",0.21,0.26,5.55,10.60,6.00,11.46,"2012/03/20 03:00",1332212400
"20/03/2012  03:15:00 ",0.14,0.18,5.48,10.46,5.00,9.55,"2012/03/20 03:15",1332213300
"20/03/2012  03:30:00 ",0.75,0.94,5.53,10.56,5.00,9.55,"2012/03/20 03:30",1332214200
"20/03/2012  03:45:00 ",0.70,0.87,5.42,10.36,4.00,7.64,"2012/03/20 03:45",1332215100
"20/03/2012  04:00:00 ",0.93,1.16,6.04,11.54,5.00,9.55,"2012/03/20 04:00",1332216000
"20/03/2012  04:15:00 ",0.63,0.79,5.48,10.46,4.00,7.64,"2012/03/20 04:15",1332216900
"20/03/2012  04:30:00 ",0.21,0.26,5.18,9.88,5.00,9.55,"2012/03/20 04:30",1332217800
"20/03/2012  04:45:00 ",0.15,0.19,5.77,11.02,6.00,11.46,"2012/03/20 04:45",1332218700
"20/03/2012  05:00:00 ",0.16,0.20,6.18,11.80,6.00,11.46,"2012/03/20 05:00",1332219600
"20/03/2012  05:15:00 ",0.35,0.44,6.53,12.48,7.00,13.37,"2012/03/20 05:15",1332220500
"20/03/2012  05:30:00 ",1.08,1.34,7.84,14.98,7.00,13.37,"2012/03/20 05:30",1332221400
"20/03/2012  05:45:00 ",1.45,1.81,9.62,18.36,9.00,17.19,"2012/03/20 05:45",1332222300
"20/03/2012  06:00:00 ",2.49,3.12,12.75,24.36,11.00,21.01,"2012/03/20 06:00",1332223200
"20/03/2012  06:15:00 ",3.97,4.96,14.77,28.22,11.00,21.01,"2012/03/20 06:15",1332224100
"20/03/2012  06:30:00 ",3.07,3.84,14.46,27.63,11.00,21.01,"2012/03/20 06:30",1332225000
"20/03/2012  06:45:00 ",11.48,14.34,28.07,53.61,17.00,32.47,"2012/03/20 06:45",1332225900
"20/03/2012  07:00:00 ",8.45,10.56,25.01,47.76,17.00,32.47,"2012/03/20 07:00",1332226800
"20/03/2012  07:15:00 ",10.12,12.66,27.29,52.13,17.00,32.47,"2012/03/20 07:15",1332227700
"20/03/2012  07:30:00 ",13.20,16.50,33.02,63.06,20.00,38.20,"2012/03/20 07:30",1332228600
"20/03/2012  07:45:00 ",20.74,25.92,43.05,82.23,22.00,42.02,"2012/03/20 07:45",1332229500
"20/03/2012  08:00:00 ",14.20,17.75,34.73,66.34,21.00,40.11,"2012/03/20 08:00",1332230400
"20/03/2012  08:15:00 ",13.12,16.40,34.77,66.42,22.00,42.02,"2012/03/20 08:15",1332231300
"20/03/2012  08:30:00 ",15.73,19.67,37.72,72.04,22.00,42.02,"2012/03/20 08:30",1332232200
"20/03/2012  08:45:00 ",8.56,10.70,26.84,51.26,18.00,34.38,"2012/03/20 08:45",1332233100
"20/03/2012  09:00:00 ",17.28,21.60,36.22,69.19,19.00,36.29,"2012/03/20 09:00",1332234000
"20/03/2012  09:15:00 ",14.26,17.83,33.88,64.71,20.00,38.20,"2012/03/20 09:15",1332234900
"20/03/2012  09:30:00 ",17.02,21.27,39.69,75.81,23.00,43.93,"2012/03/20 09:30",1332235800
"20/03/2012  09:45:00 ",9.76,12.20,26.75,51.09,17.00,32.47,"2012/03/20 09:45",1332236700
"20/03/2012  10:00:00 ",12.82,16.03,31.93,60.99,19.00,36.29,"2012/03/20 10:00",1332237600
"20/03/2012  10:15:00 ",13.00,16.25,33.01,63.05,20.00,38.20,"2012/03/20 10:15",1332238500
"20/03/2012  10:30:00 ",15.30,19.12,37.37,71.38,22.00,42.02,"2012/03/20 10:30",1332239400
"20/03/2012  10:45:00 ",13.95,17.43,33.21,63.43,19.00,36.29,"2012/03/20 10:45",1332240300
"20/03/2012  11:00:00 ",12.89,16.11,32.64,62.34,20.00,38.20,"2012/03/20 11:00",1332241200
"20/03/2012  11:15:00 ",15.49,19.36,35.28,67.38,20.00,38.20,"2012/03/20 11:15",1332242100
"20/03/2012  11:30:00 ",13.31,16.63,32.04,61.20,19.00,36.29,"2012/03/20 11:30",1332243000
"20/03/2012  11:45:00 ",9.18,11.47,26.11,49.87,17.00,32.47,"2012/03/20 11:45",1332243900
"20/03/2012  12:00:00 ",10.83,13.54,29.03,55.45,18.00,34.38,"2012/03/20 12:00",1332244800
"20/03/2012  12:15:00 ",9.22,11.53,26.83,51.24,18.00,34.38,"2012/03/20 12:15",1332245700
"20/03/2012  12:30:00 ",10.76,13.45,29.01,55.41,18.00,34.38,"2012/03/20 12:30",1332246600
"20/03/2012  12:45:00 ",8.97,11.21,25.04,47.82,16.00,30.56,"2012/03/20 12:45",1332247500
"20/03/2012  13:00:00 ",10.77,13.47,28.43,54.31,17.00,32.47,"2012/03/20 13:00",1332248400
"20/03/2012  13:15:00 ",9.58,11.97,24.89,47.54,15.00,28.65,"2012/03/20 13:15",1332249300
"20/03/2012  13:30:00 ",15.48,19.35,34.79,66.44,20.00,38.20,"2012/03/20 13:30",1332250200
"20/03/2012  13:45:00 ",12.81,16.01,29.84,56.99,17.00,32.47,"2012/03/20 13:45",1332251100
"20/03/2012  14:00:00 ",11.97,14.96,30.76,58.74,19.00,36.29,"2012/03/20 14:00",1332252000
"20/03/2012  14:15:00 ",8.60,10.75,23.08,44.09,14.00,26.74,"2012/03/20 14:15",1332252900
"20/03/2012  14:30:00 ",8.22,10.28,24.04,45.91,16.00,30.56,"2012/03/20 14:30",1332253800
"20/03/2012  14:45:00 ",9.56,11.95,26.97,51.51,17.00,32.47,"2012/03/20 14:45",1332254700
"20/03/2012  15:00:00 ",9.49,11.86,26.11,49.87,17.00,32.47,"2012/03/20 15:00",1332255600
"20/03/2012  15:15:00 ",8.26,10.32,25.39,48.50,17.00,32.47,"2012/03/20 15:15",1332256500
"20/03/2012  15:30:00 ",10.08,12.60,29.87,57.04,20.00,38.20,"2012/03/20 15:30",1332257400
"20/03/2012  15:45:00 ",16.48,20.60,40.95,78.21,25.00,47.75,"2012/03/20 15:45",1332258300
"20/03/2012  16:00:00 ",19.27,24.08,44.75,85.47,26.00,49.66,"2012/03/20 16:00",1332259200
"20/03/2012  16:15:00 ",20.67,25.83,50.08,95.66,29.00,55.39,"2012/03/20 16:15",1332260100
"20/03/2012  16:30:00 ",13.38,16.72,38.56,73.64,26.00,49.66,"2012/03/20 16:30",1332261000
"20/03/2012  16:45:00 ",13.19,16.49,35.97,68.71,23.00,43.93,"2012/03/20 16:45",1332261900
"20/03/2012  17:00:00 ",11.48,14.35,36.83,70.34,26.00,49.66,"2012/03/20 17:00",1332262800
"20/03/2012  17:15:00 ",10.13,12.66,33.18,63.37,23.00,43.93,"2012/03/20 17:15",1332263700
"20/03/2012  17:30:00 ",10.50,13.13,34.04,65.03,23.00,43.93,"2012/03/20 17:30",1332264600
"20/03/2012  17:45:00 ",6.37,7.97,25.85,49.38,20.00,38.20,"2012/03/20 17:45",1332265500
"20/03/2012  18:00:00 ",6.56,8.20,25.65,49.00,19.00,36.29,"2012/03/20 18:00",1332266400
"20/03/2012  18:15:00 ",8.06,10.08,29.58,56.50,22.00,42.02,"2012/03/20 18:15",1332267300
"20/03/2012  18:30:00 ",7.50,9.37,27.26,52.07,20.00,38.20,"2012/03/20 18:30",1332268200
"20/03/2012  18:45:00 ",8.98,11.23,31.36,59.90,22.00,42.02,"2012/03/20 18:45",1332269100
"20/03/2012  19:00:00 ",8.02,10.02,28.92,55.23,21.00,40.11,"2012/03/20 19:00",1332270000
"20/03/2012  19:15:00 ",7.89,9.86,26.54,50.68,19.00,36.29,"2012/03/20 19:15",1332270900
"20/03/2012  19:30:00 ",8.29,10.37,28.42,54.27,20.00,38.20,"2012/03/20 19:30",1332271800
"20/03/2012  19:45:00 ",7.12,8.90,25.27,48.27,18.00,34.38,"2012/03/20 19:45",1332272700
"20/03/2012  20:00:00 ",5.99,7.49,22.78,43.51,17.00,32.47,"2012/03/20 20:00",1332273600
"20/03/2012  20:15:00 ",5.00,6.25,20.57,39.29,16.00,30.56,"2012/03/20 20:15",1332274500
"20/03/2012  20:30:00 ",5.91,7.38,21.27,40.63,15.00,28.65,"2012/03/20 20:30",1332275400
"20/03/2012  20:45:00 ",8.80,11.00,26.16,49.96,17.00,32.47,"2012/03/20 20:45",1332276300
"20/03/2012  21:00:00 ",10.53,13.16,29.71,56.75,19.00,36.29,"2012/03/20 21:00",1332277200
"20/03/2012  21:15:00 ",11.94,14.92,30.81,58.85,19.00,36.29,"2012/03/20 21:15",1332278100
"20/03/2012  21:30:00 ",13.02,16.27,33.00,63.03,20.00,38.20,"2012/03/20 21:30",1332279000
"20/03/2012  21:45:00 ",14.40,18.00,35.50,67.80,21.00,40.11,"2012/03/20 21:45",1332279900
"20/03/2012  22:00:00 ",15.52,19.40,38.10,72.78,22.00,42.02,"2012/03/20 22:00",1332280800
"20/03/2012  22:15:00 ",14.04,17.55,34.12,65.17,20.00,38.20,"2012/03/20 22:15",1332281700
"20/03/2012  22:30:00 ",15.07,18.83,36.79,70.27,22.00,42.02,"2012/03/20 22:30",1332282600
"20/03/2012  22:45:00 ",20.87,26.09,45.50,86.91,25.00,47.75,"2012/03/20 22:45",1332283500
"20/03/2012  23:00:00 ",23.97,29.97,47.44,90.62,23.00,43.93,"2012/03/20 23:00",1332284400
"20/03/2012  23:15:00 ",15.33,19.16,34.79,66.46,20.00,38.20,"2012/03/20 23:15",1332285300
"20/03/2012  23:30:00 ",13.59,16.99,32.87,62.79,19.00,36.29,"2012/03/20 23:30",1332286200
"20/03/2012  23:45:00 ",13.07,16.34,31.77,60.68,19.00,36.29,"2012/03/20 23:45",1332287100
"21/03/2012  00:00:00 ",10.48,13.10,27.27,52.09,17.00,32.47,"2012/03/21 00:00",1332288000
"21/03/2012  00:15:00 ",12.11,15.13,29.13,55.63,17.00,32.47,"2012/03/21 00:15",1332288900
"21/03/2012  00:30:00 ",12.80,16.00,29.95,57.20,17.00,32.47,"2012/03/21 00:30",1332289800
"21/03/2012  00:45:00 ",11.13,13.91,27.69,52.89,17.00,32.47,"2012/03/21 00:45",1332290700
"21/03/2012  01:00:00 ",470.14,587.67,485.73,927.75,0.00,0.00,"2012/03/21 01:00",1332291600
"21/03/2012  01:15:00 ",11.56,14.45,27.69,52.88,16.00,30.56,"2012/03/21 01:15",1332292500
"21/03/2012  01:30:00 ",11.79,14.74,27.90,53.28,16.00,30.56,"2012/03/21 01:30",1332293400
"21/03/2012  01:45:00 ",11.06,13.82,26.86,51.31,16.00,30.56,"2012/03/21 01:45",1332294300
"21/03/2012  02:00:00 ",8.49,10.61,22.00,42.03,14.00,26.74,"2012/03/21 02:00",1332295200
"21/03/2012  02:15:00 ",9.17,11.47,23.39,44.68,14.00,26.74,"2012/03/21 02:15",1332296100
"21/03/2012  02:30:00 ",10.89,13.62,26.15,49.94,15.00,28.65,"2012/03/21 02:30",1332297000
"21/03/2012  02:45:00 ",10.86,13.57,26.14,49.92,15.00,28.65,"2012/03/21 02:45",1332297900
"21/03/2012  03:00:00 ",10.30,12.88,25.31,48.34,15.00,28.65,"2012/03/21 03:00",1332298800
"21/03/2012  03:15:00 ",9.54,11.92,24.68,47.14,15.00,28.65,"2012/03/21 03:15",1332299700
"21/03/2012  03:30:00 ",9.88,12.34,25.01,47.77,15.00,28.65,"2012/03/21 03:30",1332300600
"21/03/2012  03:45:00 ",10.15,12.69,25.25,48.23,15.00,28.65,"2012/03/21 03:45",1332301500
"21/03/2012  04:00:00 ",12.11,15.13,29.03,55.44,17.00,32.47,"2012/03/21 04:00",1332302400
"21/03/2012  04:15:00 ",15.11,18.89,33.34,63.69,18.00,34.38,"2012/03/21 04:15",1332303300
"21/03/2012  04:30:00 ",9.51,11.89,24.16,46.14,14.00,26.74,"2012/03/21 04:30",1332304200
"21/03/2012  04:45:00 ",11.29,14.11,27.05,51.67,16.00,30.56,"2012/03/21 04:45",1332305100
"21/03/2012  05:00:00 ",11.83,14.79,27.92,53.34,16.00,30.56,"2012/03/21 05:00",1332306000
"21/03/2012  05:15:00 ",13.65,17.06,30.87,58.96,17.00,32.47,"2012/03/21 05:15",1332306900
"21/03/2012  05:30:00 ",14.10,17.63,31.42,60.01,17.00,32.47,"2012/03/21 05:30",1332307800
"21/03/2012  05:45:00 ",11.55,14.43,28.14,53.75,16.00,30.56,"2012/03/21 05:45",1332308700
"21/03/2012  06:00:00 ",10.86,13.57,26.60,50.81,16.00,30.56,"2012/03/21 06:00",1332309600
"21/03/2012  06:15:00 ",17.06,21.33,35.26,67.35,18.00,34.38,"2012/03/21 06:15",1332310500
"21/03/2012  06:30:00 ",28.45,35.56,50.51,96.48,23.00,43.93,"2012/03/21 06:30",1332311400
"21/03/2012  06:45:00 ",50.54,63.17,74.22,141.77,23.00,43.93,"2012/03/21 06:45",1332312300
"21/03/2012  07:00:00 ",68.50,85.63,94.41,180.32,25.00,47.75,"2012/03/21 07:00",1332313200
"21/03/2012  07:15:00 ",57.01,71.27,82.19,156.98,25.00,47.75,"2012/03/21 07:15",1332314100
"21/03/2012  07:30:00 ",46.67,58.34,71.91,137.35,25.00,47.75,"2012/03/21 07:30",1332315000
"21/03/2012  07:45:00 ",54.41,68.01,80.32,153.41,26.00,49.66,"2012/03/21 07:45",1332315900
"21/03/2012  08:00:00 ",105.27,131.59,136.71,261.11,32.00,61.12,"2012/03/21 08:00",1332316800
"21/03/2012  08:15:00 ",91.09,113.86,123.05,235.03,32.00,61.12,"2012/03/21 08:15",1332317700
"21/03/2012  08:30:00 ",61.14,76.42,88.09,168.25,27.00,51.57,"2012/03/21 08:30",1332318600
"21/03/2012  08:45:00 ",32.00,39.99,55.52,106.05,24.00,45.84,"2012/03/21 08:45",1332319500
"21/03/2012  09:00:00 ",30.21,37.76,52.54,100.35,23.00,43.93,"2012/03/21 09:00",1332320400
"21/03/2012  09:15:00 ",30.06,37.58,53.97,103.09,24.00,45.84,"2012/03/21 09:15",1332321300
"21/03/2012  09:30:00 ",37.89,47.36,62.90,120.14,25.00,47.75,"2012/03/21 09:30",1332322200
"21/03/2012  09:45:00 ",32.07,40.09,56.90,108.67,25.00,47.75,"2012/03/21 09:45",1332323100
"21/03/2012  10:00:00 ",35.04,43.80,59.90,114.41,25.00,47.75,"2012/03/21 10:00",1332324000
"21/03/2012  10:15:00 ",29.90,37.38,53.26,101.72,23.00,43.93,"2012/03/21 10:15",1332324900
"21/03/2012  10:30:00 ",41.79,52.24,68.99,131.76,27.00,51.57,"2012/03/21 10:30",1332325800
"21/03/2012  10:45:00 ",36.71,45.88,65.37,124.86,28.00,53.48,"2012/03/21 10:45",1332326700
"21/03/2012  11:00:00 ",31.71,39.64,58.63,111.98,27.00,51.57,"2012/03/21 11:00",1332327600
"21/03/2012  11:15:00 ",32.11,40.13,58.64,112.01,27.00,51.57,"2012/03/21 11:15",1332328500
"21/03/2012  11:30:00 ",25.73,32.16,51.55,98.46,26.00,49.66,"2012/03/21 11:30",1332329400
"21/03/2012  11:45:00 ",20.77,25.96,43.87,83.79,23.00,43.93,"2012/03/21 11:45",1332330300
"21/03/2012  12:00:00 ",49.50,61.87,84.07,160.58,35.00,66.85,"2012/03/21 12:00",1332331200
"21/03/2012  12:15:00 ",33.38,41.72,62.13,118.66,29.00,55.39,"2012/03/21 12:15",1332332100
"21/03/2012  12:30:00 ",20.20,25.25,44.26,84.53,24.00,45.84,"2012/03/21 12:30",1332333000
"21/03/2012  12:45:00 ",26.66,33.32,55.02,105.09,28.00,53.48,"2012/03/21 12:45",1332333900
"21/03/2012  13:00:00 ",25.66,32.07,51.70,98.76,26.00,49.66,"2012/03/21 13:00",1332334800
"21/03/2012  13:15:00 ",23.11,28.89,50.46,96.39,27.00,51.57,"2012/03/21 13:15",1332335700
"21/03/2012  13:30:00 ",17.32,21.65,40.95,78.21,24.00,45.84,"2012/03/21 13:30",1332336600
"21/03/2012  13:45:00 ",19.34,24.18,43.90,83.84,25.00,47.75,"2012/03/21 13:45",1332337500
"21/03/2012  14:00:00 ",21.42,26.78,46.56,88.94,26.00,49.66,"2012/03/21 14:00",1332338400
"21/03/2012  14:15:00 ",23.93,29.91,49.43,94.41,25.00,47.75,"2012/03/21 14:15",1332339300
"21/03/2012  14:30:00 ",18.00,22.51,41.86,79.95,24.00,45.84,"2012/03/21 14:30",1332340200
"21/03/2012  14:45:00 ",17.27,21.59,41.46,79.18,24.00,45.84,"2012/03/21 14:45",1332341100
"21/03/2012  15:00:00 ",9.93,12.42,30.19,57.66,20.00,38.20,"2012/03/21 15:00",1332342000
"21/03/2012  15:15:00 ",11.93,14.91,33.62,64.22,22.00,42.02,"2012/03/21 15:15",1332342900
"21/03/2012  15:30:00 ",15.81,19.77,38.89,74.27,23.00,43.93,"2012/03/21 15:30",1332343800
"21/03/2012  15:45:00 ",14.90,18.62,38.68,73.88,24.00,45.84,"2012/03/21 15:45",1332344700
"21/03/2012  16:00:00 ",11.14,13.92,31.74,60.61,21.00,40.11,"2012/03/21 16:00",1332345600
"21/03/2012  16:15:00 ",10.94,13.67,32.64,62.34,22.00,42.02,"2012/03/21 16:15",1332346500
"21/03/2012  16:30:00 ",12.89,16.11,34.92,66.71,22.00,42.02,"2012/03/21 16:30",1332347400
"21/03/2012  16:45:00 ",14.21,17.76,38.71,73.94,25.00,47.75,"2012/03/21 16:45",1332348300
"21/03/2012  17:00:00 ",15.77,19.71,41.55,79.36,26.00,49.66,"2012/03/21 17:00",1332349200
"21/03/2012  17:15:00 ",13.31,16.64,37.55,71.73,25.00,47.75,"2012/03/21 17:15",1332350100
"21/03/2012  17:30:00 ",15.20,19.00,39.84,76.09,25.00,47.75,"2012/03/21 17:30",1332351000
"21/03/2012  17:45:00 ",15.14,18.93,41.62,79.50,27.00,51.57,"2012/03/21 17:45",1332351900
"21/03/2012  18:00:00 ",16.73,20.91,42.66,81.48,26.00,49.66,"2012/03/21 18:00",1332352800
"21/03/2012  18:15:00 ",18.44,23.04,43.04,82.21,25.00,47.75,"2012/03/21 18:15",1332353700
"21/03/2012  18:30:00 ",21.57,26.97,47.42,90.57,25.00,47.75,"2012/03/21 18:30",1332354600
"21/03/2012  18:45:00 ",26.61,33.26,54.87,104.80,28.00,53.48,"2012/03/21 18:45",1332355500
"21/03/2012  19:00:00 ",25.45,31.82,53.81,102.78,29.00,55.39,"2012/03/21 19:00",1332356400
