UKPMSSection,SectionDescription,XSP,Offset,RoadType,Start,End,Overall-CI,RCI-BIN,RCI-X-BIN,SectionDescriptionRoad,SectionDescriptionArea,RCI-BIN-Code,RCI-X-BIN-Code
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,346.40,356.41,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/005,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,356.41,357.00,49.58,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,0.00,7.42,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,7.42,17.47,12.84,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,17.47,27.53,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,27.53,37.58,44.52,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,37.58,47.63,7.87,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,47.63,57.68,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,57.68,67.73,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,67.73,77.79,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,77.79,87.84,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,87.84,97.89,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,97.89,107.94,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,107.94,117.99,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,117.99,128.05,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,128.05,138.10,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,138.10,148.15,27.57,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,148.15,158.20,95.33,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,158.20,168.26,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,168.26,178.31,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,178.31,188.36,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,188.36,198.41,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,198.41,208.46,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,208.46,218.52,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,218.52,228.57,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,228.57,238.62,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,238.62,248.67,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,248.67,258.72,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,258.72,268.78,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,268.78,278.83,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,278.83,288.88,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,288.88,298.93,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,298.93,308.98,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,308.98,319.04,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,319.04,329.09,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,329.09,339.14,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,339.14,349.19,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,349.19,359.25,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/010,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,359.25,360.00,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,0.00,9.40,49.58,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,0.00,2.61,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,2.61,12.59,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,9.40,19.38,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,12.59,22.57,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,19.38,29.37,44.76,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,22.57,32.56,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,29.37,39.35,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,32.56,42.54,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,39.35,49.34,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,42.54,52.52,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,49.34,59.33,16.40,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,52.52,62.50,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,59.33,69.31,0.87,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,62.50,72.48,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,69.31,79.30,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,72.48,82.46,4.86,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,79.30,89.28,49.14,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,82.46,92.44,10.49,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,89.28,99.27,23.33,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,92.44,102.43,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,99.27,109.25,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,102.43,112.41,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,109.25,119.24,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,112.41,122.39,4.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,119.24,129.23,43.78,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,122.39,132.37,37.30,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,129.23,139.21,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,132.37,142.35,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,139.21,149.20,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,142.35,152.33,8.53,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,149.20,159.18,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,152.33,162.31,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,159.18,169.17,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,162.31,172.29,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,169.17,179.15,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,172.29,182.28,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,179.15,189.14,10.66,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,182.28,192.26,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,189.14,199.13,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CR1,-10,,192.26,202.24,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","BARRACK ROAD                ","ARTHURS HILL",AMBER,AMBER
016/00209/015,"BARRACK ROAD                    ARTHURS HILL",CL1,10,,199.13,209.11,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","BARRACK ROAD                ","ARTHURS HILL",GREEN,GREEN
